1.50200000e+03,1.25000000e+02,0.00000000e+00,3.70000000e+01,1.00000000e+00,2.12000000e+02,1.53000000e+02,2.00000000e+01,1.00000000e+00,3.50000000e+01,1.31000000e+02,1.00000000e+00,1.00000000e+00,1.22000000e+02,1.88000000e+02,9.80000000e+01,0.00000000e+00,3.34000000e+02,0.00000000e+00,1.46000000e+02,6.20000000e+01,3.49000000e+02,3.73000000e+02,2.22000000e+02,3.89845623e+01,4.67053075e+00,1.06046390e+01,5.82520906e+00,1.66450814e+01,1.07338526e+01,1.30610421e+01,1.53063109e+01,1.23544110e+01,9.16474314e+00,1.70720441e+01,1.18634559e+01,1.85303360e+01,1.76980280e+01,1.48956819e+01
1.61200000e+03,1.24000000e+02,0.00000000e+00,3.70000000e+01,1.00000000e+00,2.12000000e+02,1.53000000e+02,2.00000000e+01,0.00000000e+00,3.60000000e+01,1.31000000e+02,1.00000000e+00,0.00000000e+00,1.23000000e+02,1.89000000e+02,9.90000000e+01,0.00000000e+00,3.34000000e+02,0.00000000e+00,1.47000000e+02,6.20000000e+01,3.50000000e+02,3.72000000e+02,2.23000000e+02,3.89865336e+01,4.67987346e+00,1.06109751e+01,5.88761625e+00,1.66800180e+01,1.07513913e+01,1.30567406e+01,1.53297346e+01,1.23717121e+01,9.13362395e+00,1.70941080e+01,1.18696254e+01,1.84783260e+01,1.77205442e+01,1.49206514e+01
1.32300000e+03,1.25000000e+02,0.00000000e+00,3.70000000e+01,0.00000000e+00,2.14000000e+02,1.52000000e+02,2.00000000e+01,1.00000000e+00,3.60000000e+01,1.32000000e+02,1.00000000e+00,1.00000000e+00,1.23000000e+02,1.89000000e+02,9.90000000e+01,1.00000000e+00,3.34000000e+02,0.00000000e+00,1.47000000e+02,6.30000000e+01,3.48000000e+02,3.72000000e+02,2.22000000e+02,3.90816823e+01,4.42745395e+00,1.08236224e+01,6.53267240e+00,1.66191883e+01,1.05619408e+01,1.28978895e+01,1.51345191e+01,1.21603630e+01,9.01507825e+00,1.68506164e+01,1.16217650e+01,1.80892875e+01,1.77862189e+01,1.48548068e+01
1.32200000e+03,1.25000000e+02,0.00000000e+00,3.70000000e+01,1.00000000e+00,2.13000000e+02,1.53000000e+02,2.10000000e+01,1.00000000e+00,3.60000000e+01,1.32000000e+02,1.00000000e+00,0.00000000e+00,1.23000000e+02,1.89000000e+02,9.80000000e+01,0.00000000e+00,3.35000000e+02,0.00000000e+00,1.46000000e+02,6.20000000e+01,3.48000000e+02,3.73000000e+02,2.22000000e+02,3.91384326e+01,4.23319625e+00,1.08917285e+01,6.78720820e+00,1.64464370e+01,1.05012972e+01,1.30072834e+01,1.50311495e+01,1.21508914e+01,8.97759361e+00,1.67645632e+01,1.15581819e+01,1.81170874e+01,1.77466498e+01,1.48765862e+01
1.32300000e+03,1.24000000e+02,0.00000000e+00,3.60000000e+01,0.00000000e+00,2.13000000e+02,1.53000000e+02,2.00000000e+01,1.00000000e+00,3.60000000e+01,1.32000000e+02,1.00000000e+00,0.00000000e+00,1.22000000e+02,1.89000000e+02,1.00000000e+02,1.00000000e+00,3.34000000e+02,0.00000000e+00,1.46000000e+02,6.30000000e+01,3.48000000e+02,3.72000000e+02,2.22000000e+02,3.91133571e+01,4.06123508e+00,1.11606897e+01,6.42851583e+00,1.67251916e+01,1.07419278e+01,1.31002685e+01,1.52889197e+01,1.23904820e+01,9.10120966e+00,1.68823741e+01,1.16776677e+01,1.84963045e+01,1.73770738e+01,1.46613047e+01
1.60200000e+03,1.24000000e+02,0.00000000e+00,3.70000000e+01,1.00000000e+00,2.13000000e+02,1.52000000e+02,2.00000000e+01,1.00000000e+00,3.70000000e+01,1.31000000e+02,1.00000000e+00,1.00000000e+00,1.23000000e+02,1.89000000e+02,9.90000000e+01,0.00000000e+00,3.33000000e+02,0.00000000e+00,1.45000000e+02,6.40000000e+01,3.49000000e+02,3.72000000e+02,2.22000000e+02,3.91177190e+01,3.98474861e+00,1.11671290e+01,5.95363868e+00,1.68810834e+01,1.08270753e+01,1.32398400e+01,1.54115307e+01,1.25168969e+01,9.24039734e+00,1.71015730e+01,1.18909953e+01,1.88415553e+01,1.72595562e+01,1.45747485e+01
1.32200000e+03,1.25000000e+02,0.00000000e+00,3.60000000e+01,1.00000000e+00,2.13000000e+02,1.53000000e+02,2.00000000e+01,1.00000000e+00,3.60000000e+01,1.31000000e+02,1.00000000e+00,0.00000000e+00,1.23000000e+02,1.89000000e+02,9.90000000e+01,0.00000000e+00,3.34000000e+02,0.00000000e+00,1.46000000e+02,6.30000000e+01,3.48000000e+02,3.73000000e+02,2.22000000e+02,3.89173478e+01,4.51221556e+00,1.05715513e+01,5.61529618e+00,1.67602942e+01,1.08599774e+01,1.33928873e+01,1.54054293e+01,1.25150773e+01,9.50433061e+00,1.72276586e+01,1.20410486e+01,1.89838711e+01,1.73951103e+01,1.48226580e+01
1.60200000e+03,1.24000000e+02,0.00000000e+00,3.70000000e+01,1.00000000e+00,2.13000000e+02,1.53000000e+02,2.10000000e+01,0.00000000e+00,3.60000000e+01,1.31000000e+02,1.00000000e+00,0.00000000e+00,1.24000000e+02,1.89000000e+02,9.80000000e+01,0.00000000e+00,3.34000000e+02,0.00000000e+00,1.46000000e+02,6.30000000e+01,3.49000000e+02,3.72000000e+02,2.22000000e+02,3.89837082e+01,4.32523102e+00,1.07764326e+01,5.70640488e+00,1.66548029e+01,1.07307712e+01,1.32665253e+01,1.51168837e+01,1.22792315e+01,9.37646755e+00,1.71180418e+01,1.18609418e+01,1.86109024e+01,1.78637720e+01,1.49843805e+01
1.32200000e+03,1.24000000e+02,0.00000000e+00,3.70000000e+01,0.00000000e+00,2.14000000e+02,1.52000000e+02,2.00000000e+01,1.00000000e+00,3.70000000e+01,1.31000000e+02,1.00000000e+00,1.00000000e+00,1.23000000e+02,1.88000000e+02,1.00000000e+02,0.00000000e+00,3.34000000e+02,0.00000000e+00,1.46000000e+02,6.40000000e+01,3.49000000e+02,3.72000000e+02,2.21000000e+02,3.90052981e+01,4.29047710e+00,1.08815177e+01,5.89045911e+00,1.66944809e+01,1.08224533e+01,1.32484446e+01,1.51982675e+01,1.23581887e+01,9.28673488e+00,1.71322845e+01,1.18696014e+01,1.84425831e+01,1.79617128e+01,1.50508443e+01
1.59200000e+03,1.23000000e+02,0.00000000e+00,3.70000000e+01,0.00000000e+00,2.13000000e+02,1.53000000e+02,2.00000000e+01,1.00000000e+00,3.70000000e+01,1.31000000e+02,1.00000000e+00,1.00000000e+00,1.23000000e+02,1.89000000e+02,9.90000000e+01,0.00000000e+00,3.34000000e+02,0.00000000e+00,1.45000000e+02,6.40000000e+01,3.50000000e+02,3.72000000e+02,2.22000000e+02,3.89890778e+01,4.36836086e+00,1.09062542e+01,6.16510258e+00,1.69355035e+01,1.09483748e+01,1.31899775e+01,1.53425652e+01,1.25696770e+01,9.22552779e+00,1.72248548e+01,1.19662917e+01,1.85022819e+01,1.77784781e+01,1.49337548e+01
